Index,Sample,Report,Series,Longitude,Latitude,Datum,Rock_Class,Rock_Type,Rock_Name,Description,Rcvd_Sample_Wt_kg,SiO2_%_ME_XRF26,TiO2_%_ME_XRF26,Al2O3_%_ME_XRF26,Fe2O3_%_ME_XRF26,MnO_%_ME_XRF26,MgO_%_ME_XRF26,CaO_%_ME_XRF26,Na2O_%_ME_XRF26,K2O_%_ME_XRF26,P2O5_%_ME_XRF26,BaO_%_ME_XRF26,Cr2O3_%_ME_XRF26,SrO_%_ME_XRF26,LOI_%_OA_GRA05x,Total_%_ME_XRF26,SiO2_%_ME_ICP06,TiO2_%_ME_ICP06,Al2O3_%_ME_ICP06,Fe2O3_%_ME_ICP06,MnO_%_ME_ICP06,MgO_%_ME_ICP06,CaO_%_ME_ICP06,Na2O_%_ME_ICP06,K2O_%_ME_ICP06,P2O5_%_ME_ICP06,BaO_%_ME_ICP06,Cr2O3_%_ME_ICP06,SrO_%_ME_ICP06,LOI_%_OA_GRA05,Total_%_TOT_ICP06,S_%_S_IR,C_%_C_IR,Ba_ppm_ME_MS81,Ce_ppm_ME_MS81,Cr_ppm_ME_MS81,Cs_ppm_ME_MS81,Dy_ppm_ME_MS81,Er_ppm_ME_MS81,Eu_ppm_ME_MS81,Ga_ppm_ME_MS81,Gd_ppm_ME_MS81,Ge_ppm_ME_MS81,Hf_ppm_ME_MS81,Ho_ppm_ME_MS81,La_ppm_ME_MS81,Lu_ppm_ME_MS81,Nb_ppm_ME_MS81,Nd_ppm_ME_MS81,Pr_ppm_ME_MS81,Rb_ppm_ME_MS81,Sm_ppm_ME_MS81,Sn_ppm_ME_MS81,Sr_ppm_ME_MS81,Ta_ppm_ME_MS81,Tb_ppm_ME_MS81,Th_ppm_ME_MS81,Tm_ppm_ME_MS81,U_ppm_ME_MS81,V_ppm_ME_MS81,W_ppm_ME_MS81,Y_ppm_ME_MS81,Yb_ppm_ME_MS81,Zr_ppm_ME_MS81,Ag_ppm_ME_4ACD81,As_ppm_ME_4ACD81,Cd_ppm_ME_4ACD81,Co_ppm_ME_4ACD81,Cu_ppm_ME_4ACD81,Li_ppm_ME_4ACD81,Mo_ppm_ME_4ACD81,Ni_ppm_ME_4ACD81,Pb_ppm_ME_4ACD81,Sc_ppm_ME_4ACD81,Tl_ppm_ME_4ACD81,Zn_ppm_ME_4ACD81,As_ppm_ME_MS42,Bi_ppm_ME_MS42,Hg_ppm_ME_MS42,In_ppm_ME_MS42,Re_ppm_ME_MS42,Sb_ppm_ME_MS42,Sc_ppm_ME_MS42,Se_ppm_ME_MS42,Te_ppm_ME_MS42,Tl_ppm_ME_MS42,Nb_ppm_ME_XRF05,Y_ppm_ME_XRF05,Zr_ppm_ME_XRF05,Ni_%_Ni_OG62
356,91AM07A,FA15024872,LC_alk,-152.9551,62.1202,NAD83,Igneous,Plutonic,quartz monzonite,"pyroxene plagioclase porphyritic biotite quartz monzonite; sulfide, nodule and disseminated; biotite-mantled pyroxene ",0.13,61,0.71,15.05,6.07,0.12,4.93,3.12,2.49,4.58,0.31,0.15,0.05,0.06,1.08,99.95,,,,,,,,,,,,,,,,0.06,0.08,1335,58.2,280,10,3.66,2.07,1.17,18,4.7,-5,5.4,0.78,30.6,0.34,14.4,26,6.92,177,5.49,3,496,0.9,0.68,10.55,0.32,4.94,123,3,19.8,1.98,197,-0.5,,-0.5,24,59,70,-1,175,17,12,,105,55,0.07,0.005,0.04,0.001,1.6,12,0.9,0.02,0.55,,,,
357,91ANS26C1,FA15024872,LC_alk,-152.4908,62.4971,NAD83,Igneous,Plutonic,ultramafic,"olivine, pyroxene, biotite gabbro; hornblende? ",0.16,49.4,0.48,7.2,9.71,0.17,18.7,7.19,1.14,3.19,0.31,0.15,0.23,0.07,0.87,98.99,,,,,,,,,,,,,,,,0.02,0.17,1350,27.2,1600,2.7,2.56,1.36,0.95,8.3,3.15,-5,1.5,0.5,13.1,0.2,4,15,3.53,91.4,3.64,-1,619,0.2,0.46,1.93,0.19,0.97,173,1,13.2,1.23,48,-0.5,,0.5,70,58,20,-1,787,8,23,,103,5.1,0.08,0.016,0.01,-0.001,0.12,4.2,0.3,0.03,0.12,,,,
358,91ANS26F,FA15024872,LC,-152.4922,62.5,NAD83,Igneous,Plutonic,ultramafic,"green/gray biotite wehrlite, poikolitic biotite to 5mm ",0.17,42.2,0.15,1.46,11,0.18,35,4.37,0.36,0.47,0.04,0.03,0.41,0.01,3.22,99.12,,,,,,,,,,,,,,,,0.01,0.18,132,5.7,2930,0.96,0.71,0.39,0.26,2.4,0.87,-5,0.4,0.14,2.6,0.07,1,3.4,0.77,17.6,0.92,-1,92.7,0.1,0.12,0.62,0.06,0.25,95,1,3.6,0.33,15,-0.5,,-0.5,111,8,10,-1,1820,2,16,,92,9.9,0.01,0.012,0.008,-0.001,0.24,5.4,-0.2,-0.01,0.04,,,,
359,91ANS31B,FA15024872,LC_alk,-152.3312,62.4835,NAD83,Igneous,Plutonic,biotite quartz monzonite,"light gray biotite quartz monz, olivine (xenocrystic?) ",0.3,58.5,0.86,15.77,5.95,0.1,5.51,3.64,3.12,5.5,0.52,0.12,0.06,0.05,0.26,100.1,,,,,,,,,,,,,,,,-0.01,0.04,1020,74.9,340,14.95,3.48,1.98,1.05,19.4,4.34,-5,7.2,0.75,39,0.29,25,30,8.11,248,5.76,3,485,1.5,0.63,12.6,0.32,4.95,93,3,19.3,1.86,276,-0.5,,-0.5,26,40,40,-1,177,28,11,,97,6.3,0.02,0.006,0.01,-0.001,0.56,2.9,0.5,0.01,0.3,,,,
360,91ANS44A,FA15024872,LC_alk,-152.7219,62.2784,NAD83,Igneous,Plutonic,monzonite,"biotite monzonite; clinopyroxene clots, chalcopyrite, galena ",0.19,57.8,0.84,15.54,5.85,0.11,5.54,3.72,3.04,5.51,0.53,0.12,0.06,0.05,0.15,98.96,,,,,,,,,,,,,,,,0.01,0.03,976,73.4,350,12.8,3.76,2.09,1.05,18,4.68,-5,7.5,0.76,42,0.34,22.4,31,8.51,236,5.78,3,463,1.3,0.65,12.85,0.33,5.1,86,2,20.2,2.07,297,-0.5,,-0.5,26,40,40,-1,198,27,12,,96,5.6,0.03,0.008,0.009,-0.001,0.68,3,0.5,-0.01,0.22,,,,
361,91ANS45A,FA15024872,LC_alk,-152.6989,62.2824,NAD83,Igneous,Plutonic,quartz syenite,biotite quartz syenite porphyry ,0.15,64.3,0.5,16.33,2.96,0.05,2.64,1.74,3.88,4.76,0.28,0.12,0.03,0.06,1.34,99.04,,,,,,,,,,,,,,,,-0.01,0.03,1135,59,160,4.5,2.51,1.52,0.96,18.8,3.07,-5,6.5,0.5,33.5,0.25,20.5,22,6.45,172.5,4.36,3,580,1.7,0.48,18.65,0.23,7.75,45,2,14.2,1.45,237,-0.5,,-0.5,12,12,40,-1,89,24,5,,47,3.7,0.03,0.011,0.014,-0.001,1.45,4.2,0.6,-0.01,0.05,,,,
362,91ANS51D,FA15024872,LC,-152.7477,62.2805,NAD83,Igneous,Plutonic,monzonite,olivine pyroxene biotite monzonite ,0.18,47.2,0.83,9.62,9.51,0.29,10.05,11.3,0.56,1.68,0.36,0.33,0.13,0.09,6.13,99.76,,,,,,,,,,,,,,,,0.61,1.53,3080,36,850,3.67,3.49,1.83,1.18,11.7,4.1,-5,2.9,0.69,17.7,0.24,8.9,19.4,4.58,75.6,4.62,2,717,0.5,0.65,5.05,0.28,2.88,188,1,16.5,1.54,102,-0.5,,0.6,49,83,50,-1,353,7,27,,105,71.3,0.17,0.011,0.031,-0.001,2.99,14.1,1.8,0.04,0.31,,,,
363,12ATe038,FA15136464,E_plut,-152.9633,61.2724,WGS84,Igneous,Plutonic,granite,"biotite (5%) granite, fresh, in-situ; fine-medium grained, pale rose-gray; trace sulfides ",0.48,69.3,0.36,14.76,3.1,0.06,0.74,2.31,3.86,3.55,0.17,0.11,0.01,0.04,0.44,98.84,,,,,,,,,,,,,,,,-0.01,-0.01,975,31.1,10,5.22,2.3,1.28,0.79,16.9,2.68,-5,3.6,0.48,16.4,0.23,7.5,14.7,3.81,98.3,3.06,2,290,0.6,0.41,4.77,0.22,3.2,33,1,13,1.4,142,-0.5,,-0.5,1,6,50,-1,-1,9,5,,42,3.3,0.26,-0.005,0.017,0.001,0.05,5.1,0.3,0.01,0.08,,,,
364,12ATe040,FA15136464,LC_S,-152.7222,61.2869,WGS84,Igneous,Plutonic,granodiorite,in situ; coarse biotite+hornblende tonalite; some Fe/Mg mineralization alteration; biotite to ~3mm; hornblende to ~5mm ,0.56,57.7,0.91,16.56,7.93,0.14,3.71,6.56,3.25,2.05,0.25,0.08,0.02,0.06,0.36,99.72,,,,,,,,,,,,,,,,0.02,0.01,731,34.9,100,2.8,3.9,2.3,1.34,18.9,4.27,-5,4.7,0.84,17.2,0.35,9.4,19.8,4.74,57.5,4.67,1,522,0.6,0.68,10.5,0.39,2.75,169,1,21.2,2.1,174,-0.5,,-0.5,19,19,20,-1,12,3,14,,98,5.1,0.17,-0.005,0.014,0.001,0.13,4.4,0.4,0.01,0.37,,,,
365,11AJJ008,FA17243819,MLC_high-K,-150.7525,61.4635,WGS84,Igneous,Plutonic,granodiorite,foliated medium- to fine-grained biotite granodiorite ,0.25,,,,,,,,,,,,,,,,59.5,0.66,18,5.22,0.09,2.37,5.26,4.13,2.19,0.17,0.08,-0.01,0.06,0.72,98.45,0.02,0.04,783,26.7,10,2.83,2.26,1.39,0.91,19.9,2.57,-5,2.7,0.48,12.9,0.21,6,14.1,3.38,44.7,2.88,1,602,0.5,0.42,2,0.18,0.75,134,1,13.1,1.27,96,-0.5,,-0.5,14,36,20,1,10,7,10,,61,1.7,0.02,0.006,0.015,-0.001,0.08,,0.3,0.01,0.14,,,,
366,12AJJ309,FA17243819,ELC,-151.4309,61.9258,WGS84,Igneous,Plutonic,granite,Shell Hills granite ,0.35,,,,,,,,,,,,,,,,62.5,0.53,16.15,5.08,0.11,1.96,4.84,3.57,3.02,0.22,0.09,-0.01,0.08,0.59,98.74,0.01,0.02,866,23.2,20,1.7,2.3,1.41,0.81,16.1,2.28,-5,2.7,0.49,11.9,0.24,5.9,12,2.8,66.6,2.78,1,702,0.5,0.39,2.12,0.17,1.17,117,1,13.3,1.48,100,-0.5,,-0.5,10,12,20,2,7,2,10,,44,5,0.02,-0.005,0.006,-0.001,0.18,,0.2,0.01,0.06,,,,
367,12AJJ310,FA17243819,LC,-151.3519,61.4629,WGS84,Igneous,Plutonic,granite,granite ,0.52,,,,,,,,,,,,,,,,74.5,0.15,13.65,1.91,0.04,0.19,0.74,4.26,4.39,0.03,0.12,-0.01,-0.01,0.34,100.32,0.01,0.01,1110,62,-10,4.84,4.04,2.57,0.42,18.6,4.11,-5,6.6,0.85,29.9,0.47,12.5,27,7.32,122.5,5.12,2,83.8,1,0.64,7.97,0.39,1.81,7,1,24.7,2.91,211,-0.5,,-0.5,1,1,20,1,2,15,4,,37,2.1,0.07,-0.005,0.024,-0.001,0.14,,-0.2,-0.01,0.1,,,,
368,12AJJ47A,FA17243819,ELC,-152.6639,61.3255,WGS84,Igneous,Plutonic,gabbro,gabbro in contact with quartz diorite ,0.47,,,,,,,,,,,,,,,,42.4,1.92,16.25,15,0.2,6.49,12.4,1.68,0.76,0.19,0.03,0.01,0.06,1.47,98.86,0.14,0.07,245,25.5,50,0.58,4.21,2.15,1.39,18.7,4.27,-5,2.1,0.87,10.1,0.32,6.7,17.8,3.75,11.8,4.74,2,534,0.5,0.71,1.53,0.3,0.81,677,2,21.9,2.13,60,-0.5,,0.8,52,73,20,-1,18,3,48,,129,11.4,0.06,0.008,0.03,-0.001,0.4,,0.4,0.01,0.02,,,,
369,12AJJ47B,FA17243819,P_plut_Na,-152.6639,61.3255,WGS84,Igneous,Plutonic,granite,biotite granite cutting gabbro ,0.4,,,,,,,,,,,,,,,,70.7,0.21,14.85,2.33,0.04,0.33,1.43,3.68,5.4,0.07,0.09,-0.01,0.02,0.14,99.29,0.01,-0.01,863,67,-10,3.05,2.69,1.55,0.66,17,3.03,-5,5.8,0.57,37.1,0.3,10.7,23.1,7.04,139.5,4.08,1,194.5,1,0.41,12.3,0.24,4.26,15,-1,15.6,1.83,206,-0.5,,-0.5,3,4,10,1,-1,15,3,,36,0.5,0.03,-0.005,0.006,-0.001,0.06,,-0.2,-0.01,0.16,,,,
370,91AR439,FA17284929,EO_M,-153.746,61.655,NAD83,Igneous,Plutonic,diorite,gabbro-diorite ,0.05,,,,,,,,,,,,,,,,44.8,3.6,16.8,12.75,0.2,5.21,9.61,3.22,0.52,2.15,0.05,-0.01,0.1,-0.39,98.62,0.11,0.05,438,57.7,40,0.47,6.35,2.92,3,18.1,8.63,-5,1.7,1.18,23.2,0.31,10.3,42.2,8.54,8.7,9.94,-1,854,0.5,1.19,1.43,0.36,0.62,381,-1,31,2.24,70,-0.5,,-0.5,32,42,10,1,14,-2,22,,111,1.1,0.11,0.031,0.009,0.001,0.13,,-0.2,0.02,0.06,,,,
371,12ATe005A,FA18046895,P_volc,-152.7091,61.3358,WGS84,Igneous,Volcanic,mafic,"fine-grained intermediate (volcanic?), plagioclase, sulfides, small ~1mm mafic minerals, acicular (?) hornblende/plagioclase. float, but everwhere within a ~5m band perpendicular to ridge. Dike? (subvertical) ",0.85,,,,,,,,,,,,,,,,48.6,1.65,16.9,10.5,0.2,5.59,9.56,2.44,1.42,0.36,0.05,0.01,0.05,2.87,100.2,0.09,0.28,403,36.8,80,0.9,5.5,3.18,1.72,21,5.8,-5,3.5,1.12,15.7,0.41,9.8,22.7,5.09,28,5.5,1,426,0.6,0.88,2.46,0.4,1.17,225,6,28,2.65,152,-0.5,,-0.5,31,11,30,1,9,8,25,,108,3.6,0.03,0.005,0.016,0.001,0.05,,-0.2,-0.01,0.02,,,,
372,12ATe005B,FA18046895,LC_S,-152.7083,61.3359,WGS84,Igneous,Plutonic,tonalite,"tonalite (?), hornblende. Abundant mafic enclaves ~30 cm ",0.82,,,,,,,,,,,,,,,,63.2,0.66,18.1,4.92,0.1,1.42,4.55,4.26,3.37,0.2,0.13,-0.01,0.06,0.36,101.33,0.02,0.02,1130,44.5,10,2.91,4.73,2.83,1.28,21,4.88,-5,6.2,1,20.6,0.42,14.8,23.2,5.51,80.9,4.77,2,521,1,0.77,5.42,0.4,2.58,64,1,26,2.72,252,-0.5,,-0.5,8,6,20,2,1,12,9,,70,1,0.05,-0.005,0.018,0.001,0.08,,-0.2,0.01,0.27,,,,
373,12ATe006,FA18046895,P_plut_Na,-152.9793,61.5362,WGS84,Igneous,Plutonic,granite,"biotite (±hornblende) granite, coarse-grained; frequently altered, Miarolitic (+epidote?) ",1.15,,,,,,,,,,,,,,,,75.8,0.09,13.75,1.76,0.03,0.05,0.63,4.38,4.9,0.01,0.02,-0.01,-0.01,0.48,101.9,0.01,0.03,162,67.4,20,4.53,8.24,5.28,0.29,27.1,8.02,-5,7.3,1.75,30.1,0.71,28,34.5,8.73,231,8.78,4,25,2.6,1.33,23.6,0.77,6.96,-5,3,48.7,5.11,201,-0.5,,-0.5,-1,4,30,2,2,18,1,,72,5.4,0.08,-0.005,0.045,0.001,0.3,,-0.2,-0.01,0.07,,,,
374,12ATe007,FA18046895,P_plut_Na,-152.9852,61.6449,WGS84,Igneous,Plutonic,granite,"biotite ± hornblende granite (finer-grained than 12ATe006), pink; moderately altered, Fe-oxide on Fe-Mg-bearing minerals; some zeolite in spaces ",0.37,,,,,,,,,,,,,,,,75.4,0.08,13.15,1.56,0.03,0.02,0.6,4.27,4.79,-0.01,0.01,-0.01,-0.01,0.49,100.4,0.01,0.05,105,76.1,10,3.78,7.83,4.58,0.22,24.9,8.35,-5,5.5,1.65,34,0.59,21.3,40.1,9.79,175.5,9.24,2,15.7,1.8,1.29,19.3,0.64,5.37,-5,2,41.1,4.12,165,-0.5,,-0.5,-1,1,30,1,1,19,-1,,56,1.2,0.07,-0.005,0.047,-0.001,0.16,,-0.2,-0.01,0.05,,,,
375,12ATe008,FA18046895,P_plut_Na,-152.7675,61.6309,WGS84,Igneous,Plutonic,granite,"hornblende ± biotite granite, coarse, pink; moderately altered, miarolitic ",0.35,,,,,,,,,,,,,,,,76.6,0.08,12.55,1.62,0.05,0.07,0.5,3.8,4.64,0.02,0.02,-0.01,-0.01,0.65,100.6,-0.01,0.02,172,76.8,10,2.56,4.84,3.17,0.33,21.5,4.82,-5,5.1,1.02,46,0.53,16.1,35.4,10,181,6.22,3,30.4,1.6,0.79,16.45,0.46,2.14,-5,1,29.8,3.47,156,-0.5,,-0.5,1,4,20,1,1,22,2,,57,3.7,0.13,-0.005,0.029,-0.001,0.12,,-0.2,-0.01,0.05,,,,
376,12ATe012C,FA18046895,P_volc,-152.4226,61.8033,WGS84,Igneous,Volcanic,basalt,"mafic, volcanic fine-grained, probably dike provenance, ±pyroxene? reddish luster (sulfide?) ",0.41,,,,,,,,,,,,,,,,48.8,1.64,16.35,10.25,0.18,6.17,8.24,3.5,1.47,0.59,0.07,0.02,0.08,3.08,100.44,0.19,0.18,569,46.6,140,1.22,5.39,3.16,1.77,19.3,6,-5,4.1,1.11,19.8,0.4,11,27.7,6.12,38.6,6.06,1,656,0.6,0.84,2.35,0.4,0.85,197,1,27.7,2.7,192,-0.5,,-0.5,31,37,80,2,78,4,23,,102,2.7,0.03,-0.005,0.015,0.001,0.2,,-0.2,0.01,-0.02,,,,
377,12ATe015,FA18046895,P_plut_Na,-152.0027,61.6206,WGS84,Igneous,Plutonic,granite,"light gray granite, fine/medium grained, 1 mm, sugary; low fraction (<1%) Fe-Mg-bearing minerals (biotite), miarolitic? ",0.49,,,,,,,,,,,,,,,,77.6,0.07,11.9,1.6,0.03,0.02,0.11,4.26,4.47,-0.01,0.02,-0.01,-0.01,0.17,100.25,0.01,0.01,141.5,67.7,10,1.83,5.97,3.6,0.16,21.3,5.71,-5,6.2,1.26,29.8,0.54,13.1,31,7.75,140,6.64,4,6.3,1.2,0.99,10.3,0.49,2.5,-5,1,33.4,3.76,181,-0.5,,-0.5,-1,1,10,3,1,22,2,,51,0.6,0.17,0.005,0.061,-0.001,0.13,,-0.2,-0.01,0.04,,,,
378,12ATe016A,FA18046895,P_volc,-152.0228,61.5517,WGS84,Igneous,Volcanic,basalt,"mafic dike material striking E-W; phaneric, fine-grained; plagioclase microphenocrysts (<1mm); Fe/Mg mineral too small for handsample identification ",0.49,,,,,,,,,,,,,,,,53.1,1.44,15.6,9.19,0.16,3.92,5.64,3.54,2.95,0.7,0.13,0.02,0.06,3.65,100.1,0.09,0.25,1140,78.3,120,2.72,5.52,2.97,1.81,22.8,7.03,-5,5.7,1.07,36.2,0.42,19.4,40.7,9.72,82.6,8.61,2,465,1.1,0.96,4.37,0.43,1.8,174,1,28.2,2.65,245,-0.5,,-0.5,23,25,50,3,26,10,17,,135,2.5,0.05,0.008,0.051,0.001,0.2,,-0.2,-0.01,0.1,,,,
379,12ATe018A,FA18046895,P_volc,-152.1937,61.6078,WGS84,Igneous,Volcanic,basalt,"mafic dike intruding granite, 1-4 m thick ",0.45,,,,,,,,,,,,,,,,47.1,1.89,16.4,11.35,0.21,6.01,6.83,3.07,3.32,0.61,0.11,0.02,0.09,3.53,100.54,-0.01,0.15,960,48.6,140,4.35,5.49,2.91,2,22.4,6.08,-5,4.1,1.07,21,0.38,15.3,29.3,6.57,164,6.64,1,718,0.9,0.86,1.78,0.35,0.71,194,9,27.2,2.48,183,-0.5,,0.5,36,43,80,-1,69,22,18,,167,1.1,0.03,-0.005,0.016,-0.001,0.49,,-0.2,-0.01,0.06,,,,
380,12ATe018B,FA18046895,P_plut_Na,-152.1937,61.6078,WGS84,Igneous,Plutonic,granodiorite,"salt & pepper granitoid, light gray, frequently (30-40%) intruded by sub-vertical mafic dikes ",0.38,,,,,,,,,,,,,,,,65.5,0.44,16.8,4.36,0.06,1.28,4.04,4.85,2.89,0.2,0.11,-0.01,0.09,0.59,101.21,-0.01,0.01,933,26.2,20,1.42,2.46,1.62,0.72,20.3,2.78,-5,3.3,0.52,13.1,0.28,7.8,13.5,3.15,52,2.56,1,784,0.5,0.4,2.23,0.23,1.38,89,1,14.5,1.67,134,-0.5,,-0.5,5,34,10,1,4,12,7,,43,4.8,0.04,-0.005,0.006,-0.001,0.16,,-0.2,-0.01,0.02,,,,
381,12ATe019B,FA18046895,LC,-152.5136,61.6408,WGS84,Igneous,Plutonic,biotite granite,"float; coarse biotite granite, abundant mafic enclaves cm to m+ scale; sample contains at least 1 mafic enclave ",0.62,,,,,,,,,,,,,,,,71.3,0.24,14.2,2.75,0.06,0.4,1.46,3.87,4.94,0.07,0.05,-0.01,0.02,0.21,99.57,-0.01,0.02,418,43.1,10,7.1,3.57,2.37,0.5,17.6,3.45,-5,6.9,0.83,20.6,0.39,16.7,19.5,4.92,182,4.35,2,165,1.4,0.54,21.4,0.36,6.88,13,1,21.6,2.54,236,-0.5,,-0.5,3,1,50,1,1,16,3,,41,2.1,0.05,-0.005,0.015,-0.001,0.22,,-0.2,-0.01,0.25,,,,
382,12ATe020A,FA18046895,LC_alk,-152.8731,61.8233,WGS84,Igneous,Plutonic,granite,"in situ; from E of mound; plutonic, representative of local type, slightly higher Fe/Mg mineral fraction (~25%); granitoid often contains inclusions of 2 types; lithic & mafic enclaves; North end of Estelle area; large promontory in middle of glacier valley ",0.65,,,,,,,,,,,,,,,,59.1,0.78,16.55,6.92,0.14,3.88,5.3,3.28,3.98,0.36,0.14,0.02,0.1,0.63,101.18,0.04,0.03,1180,69.8,130,10,4.08,2.15,1.52,21.9,5.03,-5,5.1,0.81,35.7,0.31,16.4,31,8.08,130.5,6.22,2,836,1.1,0.75,11,0.3,4.85,137,2,20.3,1.96,207,-0.5,,-0.5,18,30,60,1,28,20,14,,101,10.9,0.04,-0.005,0.011,-0.001,0.46,,-0.2,-0.01,0.43,,,,
383,12ATe022A,FA18046895,LC_alk,-152.949,61.905,WGS84,Igneous,Plutonic,diorite,"diorite, euhedral biotite (±amphibole/pyroxene; very fine grained clusters, dark to pale green); large feldspars, albite twinned, <10% quartz; one piece has bright green core in cluster; diopside/amphibole? ",0.76,,,,,,,,,,,,,,,,55.6,0.87,16.35,5.92,0.11,5.61,4.11,3.17,5.04,0.53,0.15,0.05,0.07,0.93,98.51,0.03,0.05,1455,77.6,380,13.55,3.4,1.78,1.58,19.5,4.51,-5,4.4,0.65,41,0.27,21.7,32,8.67,208,5.86,3,696,1.3,0.64,12.5,0.27,5.24,125,1,19.1,1.75,195,-0.5,,-0.5,23,35,70,1,127,23,10,,86,20.1,0.04,0.013,0.016,0.001,0.45,,-0.2,-0.01,0.55,,,,
384,12ATe029,FA18046895,LC_alk,-152.834,61.8556,WGS84,Igneous,Plutonic,diorite,"ridge-line , outcrop to SE; biotite granite, dark to medium gray; zones of massive sulfide (circled on a piece) ",1.02,,,,,,,,,,,,,,,,54.6,0.71,14.3,7.33,0.14,8.43,5.57,2.6,3.95,0.39,0.15,0.08,0.08,0.2,98.53,0.06,0.01,1395,55.1,610,8.15,3.4,1.96,1.43,16.5,4.27,-5,2.5,0.7,28.8,0.24,11,25.7,6.49,117.5,5.28,2,790,0.7,0.6,5.25,0.27,2.26,150,3,18.5,1.79,104,-0.5,,-0.5,33,35,40,2,231,21,18,,100,7.8,0.03,0.007,0.009,0.001,0.56,,0.2,-0.01,0.22,,,,
385,12ATe030A,FA18046895,LC_alk,-152.8866,61.96,WGS84,Igneous,Plutonic,diorite,"ridge-line, outcrop to W; biotite granite, ~15% Fe-Mg-bearing minerals, trace hornblende, medium coarse ",0.54,,,,,,,,,,,,,,,,56.8,0.82,15.7,5.8,0.09,5.23,3.74,2.98,5.34,0.41,0.13,0.04,0.06,1.35,98.49,-0.01,0.04,1240,68.3,340,16.1,3.79,2.21,1.12,18.9,4.53,-5,7.3,0.71,35.1,0.34,24.7,28.7,7.78,223,5.61,3,572,1.5,0.67,10.9,0.3,4.54,108,-1,21.3,2.09,308,-0.5,,-0.5,22,8,90,2,130,24,13,,63,37.9,0.04,0.006,0.014,-0.001,0.67,,-0.2,0.01,0.47,,,,
386,12ATe031A,FA18046895,LC_alk,-152.8779,61.9907,WGS84,Igneous,Plutonic,granodiorite,"coarse biotite, hornblende granite; plagioclase often >3 cm; abundent cm- to m-scale mafic enclaves (2x photos); wall at top (left, facing) of cirque; photo: contact between granite (left) and fine-grained, dark vertical unit; contact strikes ~310? ",0.83,,,,,,,,,,,,,,,,63.6,0.63,15.5,4.84,0.07,2.12,3.58,3.11,4.2,0.22,0.11,0.01,0.05,0.54,98.58,0.01,0.05,1065,83.5,80,14.35,3.63,1.93,1.21,18.9,4.56,-5,5.6,0.72,44.2,0.26,13.7,33.8,9.08,166,5.84,2,494,1.2,0.62,17.65,0.27,8.08,85,-1,20.6,1.94,207,-0.5,,-0.5,12,8,70,2,16,16,9,,45,129.5,0.04,0.006,0.011,-0.001,0.44,,-0.2,0.01,0.45,,,,
387,12ATe031B,FA18046895,LC_dikes,-152.8779,61.9907,WGS84,Igneous,Volcanic,int. dike,"porphyritic dike, fine matrix feldspars up to 8 mm; biotite, feldspar, quartz- phyric (±amphibole) ",0.48,,,,,,,,,,,,,,,,60.2,0.87,16.35,5.82,0.06,2.74,4.5,3.13,3.17,0.27,0.11,0.01,0.06,1.46,98.75,0.01,0.11,1015,70.3,90,26.2,4.25,2.46,1.34,19.5,5.17,-5,4.5,0.84,36.1,0.35,12.1,31.8,8.28,153.5,6.4,2,551,0.9,0.76,10.5,0.34,5.43,105,-1,23.7,2.28,173,-0.5,,-0.5,6,9,90,2,22,7,14,,43,154.5,0.04,0.008,0.021,-0.001,0.69,,-0.2,0.01,0.44,,,,
388,12ATe032,FA18046895,LC_alk,-152.9022,62.0666,WGS84,Igneous,Plutonic,diorite,"fresh, in-situ, high color index, ~20% Fe-Mg-bearing minerals, dark gray ",0.79,,,,,,,,,,,,,,,,57.4,0.93,16.45,7.49,0.13,3.64,5.85,2.97,3.45,0.35,0.11,0.01,0.07,0.67,99.52,0.03,0.07,1025,72.5,80,8.13,4.53,2.71,1.61,18.4,5.54,-5,5.9,0.9,36,0.35,13.7,33.3,8.65,118.5,6.75,3,617,1,0.84,11.1,0.35,5.87,163,1,24.5,2.36,233,-0.5,,-0.5,20,18,60,1,19,18,15,,101,15.6,0.08,0.009,0.017,0.001,0.53,,-0.2,-0.01,0.51,,,,
389,12ATe035,FA18046895,LC_alk,-152.7513,62.2457,WGS84,Igneous,Plutonic,granodiorite,"In situ; biotite granite; biotite occurs as both euhedral and as rind/cluster around (hornblende? Chlorite?); ~15-20% Fe/Mg, medium-coarse ",0.66,,,,,,,,,,,,,,,,61.3,0.7,16.35,4.56,0.08,3.35,2.69,3.49,5.78,0.43,0.12,0.03,0.05,0.89,99.82,-0.01,0.06,1075,79.1,190,14.8,3.39,1.95,1.03,19.3,4.05,-5,8.2,0.66,41.8,0.3,25.7,30.4,8.6,279,5.32,6,518,1.6,0.61,20.2,0.28,6.49,69,2,19.2,1.91,349,-0.5,,-0.5,16,27,70,-1,90,34,8,,84,4.1,0.07,0.011,0.023,0.001,2.89,,-0.2,-0.01,0.6,,,,
